"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","POffer1Action1","DOffer1Action1","POffer1Action2","DOffer1Action2","POffer1Action3","DOffer1Action3","POffer1Action4","DOffer1Action4","POffer1Action5","DOffer1Action5","POffer1Action6","DOffer1Action6","POffer1Action7","DOffer1Action7","POffer1Action8","DOffer1Action8","POffer1Action9","DOffer1Action9","POffer1Action10","DOffer1Action10","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","PLiabilitySignal9","PLiabilitySignal10","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","DLiabilitySignal9","DLiabilitySignal10","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Specification-AllCostsAvoidable__Cost-0.5__Fee-British","-8.882000000000001E-16","1","4","All",1,0,1,0.499997,1,1,1,1,0.694121,0.305868,,,0.28431,0.715703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71569,0.284297,0.558775,,,,,0,0,0.441225,0.499995,10.4338,9.43383,19.8676,0.132367,10.4338,9.43383,0.132367,0.212576,0.170326,0.382902,0.199843,0.18717,0,0.132367,0,0,0,0,0,0.558775,0.49999,0,0,0,0.499993,0,-4.60693E-05,0.08045,0.09768,0.10618,0.1081,0.1076,0.1076,0.1081,0.10618,0.09768,0.08043,0.0804506,0.0976783,0.10618,0.108096,0.107602,0.107601,0.108094,0.106176,0.0976736,0.0804476,1,1,0,0,0.558775,0,0,0.220615,0.22061
"Specification-AllCostsAvoidable__Cost-0.5__Fee-British","-8.882000000000001E-16","1","4","NoDispute",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-AllCostsAvoidable__Cost-0.5__Fee-British","-8.882000000000001E-16","1","4","DisputeArises",1,0,1,0.499997,1,1,1,1,0.694121,0.305868,,,0.28431,0.715703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71569,0.284297,0.558775,,,,,0,0,0.441225,0.499995,10.4338,9.43383,19.8676,0.132367,10.4338,9.43383,0.132367,0.212576,0.170326,0.382902,0.199843,0.18717,0,0.132367,0,0,0,0,0,0.558775,0.49999,0,0,0,0.499993,0,-4.60693E-05,0.08045,0.09768,0.10618,0.1081,0.1076,0.1076,0.1081,0.10618,0.09768,0.08043,0.0804506,0.0976783,0.10618,0.108096,0.107602,0.107601,0.108094,0.106176,0.0976736,0.0804476,1,1,0,0,0.558775,0,0,0.220615,0.22061
"Specification-AllCostsAvoidable__Cost-0.5__Fee-British","-8.882000000000001E-16","1","4","PFiles",1,0,1,0.499997,1,1,1,1,0.694121,0.305868,,,0.28431,0.715703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71569,0.284297,0.558775,,,,,0,0,0.441225,0.499995,10.4338,9.43383,19.8676,0.132367,10.4338,9.43383,0.132367,0.212576,0.170326,0.382902,0.199843,0.18717,0,0.132367,0,0,0,0,0,0.558775,0.49999,0,0,0,0.499993,0,-4.60693E-05,0.08045,0.09768,0.10618,0.1081,0.1076,0.1076,0.1081,0.10618,0.09768,0.08043,0.0804506,0.0976783,0.10618,0.108096,0.107602,0.107601,0.108094,0.106176,0.0976736,0.0804476,1,1,0,0,0.558775,0,0,0.220615,0.22061
"Specification-AllCostsAvoidable__Cost-0.5__Fee-British","-8.882000000000001E-16","1","4","DAnswers",1,0,1,0.499997,1,1,1,1,0.694121,0.305868,,,0.28431,0.715703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71569,0.284297,0.558775,,,,,0,0,0.441225,0.499995,10.4338,9.43383,19.8676,0.132367,10.4338,9.43383,0.132367,0.212576,0.170326,0.382902,0.199843,0.18717,0,0.132367,0,0,0,0,0,0.558775,0.49999,0,0,0,0.499993,0,-4.60693E-05,0.08045,0.09768,0.10618,0.1081,0.1076,0.1076,0.1081,0.10618,0.09768,0.08043,0.0804506,0.0976783,0.10618,0.108096,0.107602,0.107601,0.108094,0.106176,0.0976736,0.0804476,1,1,0,0,0.558775,0,0,0.220615,0.22061
"Specification-AllCostsAvoidable__Cost-0.5__Fee-British","-8.882000000000001E-16","1","4","Litigated",1,0,1,0.499997,1,1,1,1,0.694121,0.305868,,,0.28431,0.715703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71569,0.284297,0.558775,,,,,0,0,0.441225,0.499995,10.4338,9.43383,19.8676,0.132367,10.4338,9.43383,0.132367,0.212576,0.170326,0.382902,0.199843,0.18717,0,0.132367,0,0,0,0,0,0.558775,0.49999,0,0,0,0.499993,0,-4.60693E-05,0.08045,0.09768,0.10618,0.1081,0.1076,0.1076,0.1081,0.10618,0.09768,0.08043,0.0804506,0.0976783,0.10618,0.108096,0.107602,0.107601,0.108094,0.106176,0.0976736,0.0804476,1,1,0,0,0.558775,0,0,0.220615,0.22061
"Specification-AllCostsAvoidable__Cost-0.5__Fee-British","-8.882000000000001E-16","1","4","Not Litigated",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-AllCostsAvoidable__Cost-0.5__Fee-British","-8.882000000000001E-16","1","4","Settles",0.5588,0,1,0.499996,1,1,1,1,0.492072,0.507908,,,0.508809,0.491213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491191,0.508787,1,,,,,0,0,0,,10.5,9.50001,20,0,10.5,9.50001,0,0.11923,0.119232,0.238462,0.093698,0.0937004,0,0,0,0,0,0,0,1,0.49999,0,0,0,0.499992,0,-1.15902,0.143976,0.174811,0.190023,0.0199785,0.0348984,0.0553217,0.0786565,0.0985268,0.1065,0.097309,0.0973322,0.1065,0.0985269,0.0786566,0.0553215,0.0348984,0.0199783,0.190016,0.174799,0.143971,1,1,0,0,1,0,0,0,0
"Specification-AllCostsAvoidable__Cost-0.5__Fee-British","-8.882000000000001E-16","1","4","Tried",0.4412,0,1,0.499998,1,1,1,1,0.95,0.05,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,0,0,1,0.499995,10.35,9.35001,19.7,0.3,10.35,9.35001,0.3,0.330791,0.235032,0.565823,0.334268,0.305542,0,0.3,0,0,0,0,0,0,,0,0,0,0.499996,0,1.4677,0,0,0,0.219699,0.199671,0.173806,0.145388,0.115872,0.0865102,0.0590541,0.0590715,0.0865068,0.115873,0.145379,0.173812,0.199674,0.219685,0,0,0,1,1,0,0,0,0,0,0.500005,0.499995
"Specification-AllCostsAvoidable__Cost-0.5__Fee-British","-8.882000000000001E-16","1","4","PWins",0.2206,0,1,0.569205,1,1,1,1,0.95,0.05,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,0,0,1,1,11,8.7,19.7,0.3,11,8.7,0.3,0.661589,0,0.661589,0.668543,0,0,0.3,0,0,0,0,0,0,,0,0,0,0.638411,0,1.46768,0,0,0,0.113262,0.144663,0.167041,0.174148,0.163328,0.136743,0.100816,0.0172998,0.0362778,0.0684174,0.116622,0.18058,0.254685,0.326118,0,0,0,1,1,0,0,0,0,0,0,1
