Equilibrium Type,Allow Abandon and Defaults,CARA Alpha,Costs Multiplier,Court Signal Sigma,Damages Signal Shaping,Detailed Signal Reporting,Fee Regime,Fee Shifting Multiplier,Fee Shifting Rule,Filing and Answering,Information Level,Integration Method,Issue,Liability Signal Shaping,Noise to Produce Case Strength,Number of Court Signals,Number of Offers,Number of Signals,Party Signal Sigma,Probability Truly Liable,Proportion of Costs at Beginning,Quadrature Order,Quality Distribution,Quality-Truth Link,Relative Costs,Risk Aversion,Signal Structure,Specification,Filter,GroupName,OptionSetName,Exploitability,Calculation Time,P Files,D Answers,P Offer,D Offer,Trial,P Win Probability,P Wealth,D Wealth,Total Wealth,Wealth Loss,P Welfare,D Welfare,Pre-Dispute Social Welfare Loss,Social Welfare Loss,Opportunity Cost,Harm Cost,Truly Liable Harm Cost,Truly Not Liable Harm Cost,Expenditures,Defendant Excess Net Monetary Burden,Plaintiff Net Recovery Shortfall,Value If Settled,No Suit,No Answer,Settles,P Abandons,D Defaults,Mutual Give-Up Probability Before 50/50 Allocation,P Loses,P Wins,Appropriation
Only Eq,true,2,0.25,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,All,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,-2.2739999999999997E-13,2292,1,1,0.54626200000000003,0.443604,0.20985999999999999,0.512521,10.478899999999999,9.4895700000000005,19.968499999999999,0.031478899999999997,1000.08,999.423,0,0.031478899999999997,0,0,0,0,0.031478899999999997,0.16242899999999999,0.15796499999999999,0.49718000000000001,0,0,0.75654900000000003,0.0229963,0.0105951,0,0.102302,0.107557,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Dispute Arises,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,-2.2739999999999997E-13,2292,1,1,0.54626200000000003,0.443604,0.20985999999999999,0.512521,10.478899999999999,9.4895700000000005,19.968499999999999,0.031478899999999997,1000.08,999.423,0,0.031478899999999997,0,0,0,0,0.031478899999999997,0.16242899999999999,0.15796499999999999,0.49718000000000001,0,0,0.75654900000000003,0.0229963,0.0105951,0,0.102302,0.107557,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Not Litigated,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,-2.2739999999999997E-13,2292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,2,0.25,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Litigated,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,-2.2739999999999997E-13,2292,1,1,0.54626200000000003,0.443604,0.20985999999999999,0.512521,10.478899999999999,9.4895700000000005,19.968499999999999,0.031478899999999997,1000.08,999.423,0,0.031478899999999997,0,0,0,0,0.031478899999999997,0.16242899999999999,0.15796499999999999,0.49718000000000001,0,0,0.75654900000000003,0.0229963,0.0105951,0,0.102302,0.107557,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Settles,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,-2.2739999999999997E-13,2292,1,1,0.45509500000000003,0.53926399999999997,0,,10.497199999999999,9.5028199999999998,20,0,1000.09,999.49199999999996,0,0,0,0,0,0,0,0.13486600000000001,0.13767799999999999,0.49718000000000001,0,0,1,0,0,0,0,0,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Tried,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,-2.2739999999999997E-13,2292,1,1,0.86508499999999999,0.14155699999999999,1,0.512521,10.439399999999999,9.4106000000000005,19.850000000000001,0.14999999999999999,1000.05,999.14200000000005,0,0.14999999999999999,0,0,0,0,0.14999999999999999,0.27015400000000001,0.21810299999999999,,0,0,0,0,0,0,0.487479,0.512521,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,P Loses,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,-2.2739999999999997E-13,2292,1,1,0.825986,0.104103,1,0,9.8499999999999996,10,19.850000000000001,0.14999999999999999,999.93499999999995,1000,0,0.14999999999999999,0,0,0,0,0.14999999999999999,0,0.44740999999999997,,0,0,0,0,0,0,1,0,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,P Wins,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,-2.2739999999999997E-13,2292,1,1,0.90227400000000002,0.17718200000000001,1,1,11,8.8499999999999996,19.850000000000001,0.14999999999999999,1000.16,998.32600000000002,0,0.14999999999999999,0,0,0,0,0.14999999999999999,0.52710900000000005,0,,0,0,0,0,0,0,0,1,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Truly Liable,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,-2.2739999999999997E-13,2292,1,1,0.72682100000000005,0.623112,0.21359800000000001,0.62732299999999996,10.684100000000001,9.2838999999999992,19.968,0.032039600000000001,1000.11,999.17600000000004,0,0.032039600000000001,0,0,0,0,0.032039600000000001,0.020099200000000001,0.31593500000000002,0.72463900000000003,0,0,0.75654699999999997,0.0160681,0.0137874,0,0.079602800000000001,0.133995,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Truly Not Liable,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,-2.2739999999999997E-13,2292,1,1,0.365707,0.26410099999999997,0.206122,0.39355699999999999,10.2738,9.6952499999999997,19.969100000000001,0.0309182,1000.05,999.66899999999998,0,0.0309182,0,0,0,0,0.0309182,0.30475400000000002,0,0.26972699999999999,0,0,0.75655099999999997,0.0299244,0.00740286,0,0.125001,0.081120700000000004,0
Only Eq,true,2,0.5,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,All,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-American,-3.4110000000000003E-13,1176,1,1,0.49999300000000002,0.49999500000000002,0.118738,0.499996,10.482200000000001,9.4822000000000006,19.964400000000001,0.035621399999999998,1000.1,999.51599999999996,0,0.035621399999999998,0,0,0,0,0.035621399999999998,0.18614600000000001,0.180788,0.49999300000000002,0,0,0.88126199999999999,0,0,0,0.059369499999999999,0.059368600000000001,0
Only Eq,true,2,0.5,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Dispute Arises,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-American,-3.4110000000000003E-13,1176,1,1,0.49999300000000002,0.49999500000000002,0.118738,0.499996,10.482200000000001,9.4822000000000006,19.964400000000001,0.035621399999999998,1000.1,999.51599999999996,0,0.035621399999999998,0,0,0,0,0.035621399999999998,0.18614600000000001,0.180788,0.49999300000000002,0,0,0.88126199999999999,0,0,0,0.059369499999999999,0.059368600000000001,0
Only Eq,true,2,0.5,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Not Litigated,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-American,-3.4110000000000003E-13,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,2,0.5,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Litigated,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-American,-3.4110000000000003E-13,1176,1,1,0.49999300000000002,0.49999500000000002,0.118738,0.499996,10.482200000000001,9.4822000000000006,19.964400000000001,0.035621399999999998,1000.1,999.51599999999996,0,0.035621399999999998,0,0,0,0,0.035621399999999998,0.18614600000000001,0.180788,0.49999300000000002,0,0,0.88126199999999999,0,0,0,0.059369499999999999,0.059368600000000001,0
Only Eq,true,2,0.5,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Settles,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-American,-3.4110000000000003E-13,1176,1,1,0.45283400000000001,0.54715199999999997,0,,10.5,9.5000099999999996,20,0,1000.1,999.56700000000001,0,0,0,0,0,0,0,0.16820199999999999,0.16820199999999999,0.49999300000000002,0,0,1,0,0,0,0,0,0
Only Eq,true,2,0.5,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Tried,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-American,-3.4110000000000003E-13,1176,1,1,0.84999999999999998,0.14999999999999999,1,0.499996,10.35,9.3499999999999996,19.699999999999999,0.29999999999999999,1000.04,999.13,0,0.29999999999999999,0,0,0,0,0.29999999999999999,0.31932300000000002,0.274204,,0,0,0,0,0,0,0.500004,0.499996,0
Only Eq,true,2,0.5,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,P Loses,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-American,-3.4110000000000003E-13,1176,1,1,0.84999999999999998,0.14999999999999999,1,0,9.8499999999999996,9.8499999999999996,19.699999999999999,0.29999999999999999,999.93499999999995,999.93499999999995,0,0.29999999999999999,0,0,0,0,0.29999999999999999,0.090239100000000003,0.45816699999999999,,0,0,0,0,0,0,1,0,0
Only Eq,true,2,0.5,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,P Wins,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-American,-3.4110000000000003E-13,1176,1,1,0.84999999999999998,0.14999999999999999,1,1,10.85,8.8499999999999996,19.699999999999999,0.29999999999999999,1000.15,998.32600000000002,0,0.29999999999999999,0,0,0,0,0.29999999999999999,0.54840999999999995,0.090238499999999999,,0,0,0,0,0,0,0,1,0
Only Eq,true,2,0.5,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Truly Liable,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-American,-3.4110000000000003E-13,1176,1,1,0.64416600000000002,0.64416799999999996,0.118739,0.60158900000000004,10.638400000000001,9.3259600000000002,19.964400000000001,0.035621699999999999,1000.12,999.33799999999997,0,0.035621699999999999,0,0,0,0,0.035621699999999999,0.0107148,0.36158099999999999,0.66359199999999996,0,0,0.88126099999999996,0,0,0,0.047307000000000002,0.071432099999999998,0
Only Eq,true,2,0.5,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Truly Not Liable,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-American,-3.4110000000000003E-13,1176,1,1,0.35582399999999997,0.355825,0.118737,0.39840500000000001,10.326000000000001,9.6384299999999996,19.964400000000001,0.035621100000000003,1000.0700000000001,999.69299999999998,0,0.035621100000000003,0,0,0,0,0.035621100000000003,0.361572,0,0.336399,0,0,0.88126300000000002,0,0,0,0.071431700000000001,0.0473055,0
Only Eq,true,2,0.5,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,All,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-British,-4.5469999999999997E-13,2578,1,1,0.58598300000000003,0.46911700000000001,0.094192999999999999,0.468862,10.5053,9.4664900000000003,19.971699999999998,0.0282578,1000.09,999.399,0,0.0282578,0,0,0,0,0.0282578,0.17271900000000001,0.14497099999999999,0.55795600000000001,0,0,0.699044,0.120703,0.0860605,0,0.050029200000000003,0.044163399999999998,0
Only Eq,true,2,0.5,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Dispute Arises,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-British,-4.5469999999999997E-13,2578,1,1,0.58598300000000003,0.46911700000000001,0.094192999999999999,0.468862,10.5053,9.4664900000000003,19.971699999999998,0.0282578,1000.09,999.399,0,0.0282578,0,0,0,0,0.0282578,0.17271900000000001,0.14497099999999999,0.55795600000000001,0,0,0.699044,0.120703,0.0860605,0,0.050029200000000003,0.044163399999999998,0
Only Eq,true,2,0.5,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Not Litigated,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-British,-4.5469999999999997E-13,2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,2,0.5,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Litigated,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-British,-4.5469999999999997E-13,2578,1,1,0.58598300000000003,0.46911700000000001,0.094192999999999999,0.468862,10.5053,9.4664900000000003,19.971699999999998,0.0282578,1000.09,999.399,0,0.0282578,0,0,0,0,0.0282578,0.17271900000000001,0.14497099999999999,0.55795600000000001,0,0,0.699044,0.120703,0.0860605,0,0.050029200000000003,0.044163399999999998,0
Only Eq,true,2,0.5,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Settles,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-British,-4.5469999999999997E-13,2578,1,1,0.51559900000000003,0.60031199999999996,0,,10.558,9.4420400000000004,20,0,1000.1,999.43399999999997,0,0,0,0,0,0,0,0.15670899999999999,0.12024,0.55795600000000001,0,0,1,0,0,0,0,0,0
